Rk,Player,Pos,Tm,Cap Hit
1250,Jamal Agnew\AgneJa00,CB,DET,"$555,000 "
1251,Corey Levin\LeviCo00,OL,TEN,"$555,000 "
1252,Conor McDermott\McDeCo00,OT,BUF,"$555,000 "
1253,Chase Roullier\RoulCh00,C,WAS,"$555,000 "
1254,Matt Haack\HaacMa00,P,MIA,"$555,000 "
1255,Eric Saubert\SaubEr00,TE,ATL,"$555,000 "
1256,Justin Hardee\HardJu01,WR,NOR,"$555,000 "
1257,Ricky Seals-Jones\SealRi00,WR,ARI,"$555,000 "
1258,Kenny Moore\MoorKe03,CB,IND,"$555,000 "
1259,Nathan Gerry\GerrNa00,SS,PHI,"$555,000 "
1260,Jordan Evans\EvanJo01,ILB,CIN,"$555,000 "
1261,Jayon Brown\BrowJa06,ILB,TEN,"$555,000 "
1262,Al-Quadin Muhammad\MuhaAl00,DE,IND,"$555,000 "
1263,Davon Godchaux\GodcDa00,DT,MIA,"$555,000 "
1264,Elijah Lee\LeexEl00,OLB,SFO,"$555,000 "
1265,Nathan Peterman\PeteNa00,QB,BUF,"$555,000 "
1266,Austin Carr\CarrAu00,WR,NOR,"$555,000 "
1267,Jon Halapio\HalaJo00,OG,NYG,"$555,000 "
1268,Alex Armah\ArmaAl00,FB,CAR,"$555,000 "
1269,Samson Ebukam\EbukSa00,OLB,LAR,"$555,000 "
1270,Matt LaCosse\LaCoMa00,TE,DEN,"$555,000 "
1271,Darrell Daniels\DaniDa02,TE,SEA,"$555,000 "
1272,Tanner Vallejo\VallTa00,ILB,CLE,"$555,000 "
1273,Patrick Ricard\RicaPa00,DE,BAL,"$555,000 "
1274,Dylan Cole\ColeDy00,LB,HOU,"$555,000 "
1275,Jordan Leggett\LeggJo00,TE,NYJ,"$555,000 "
1276,Matt Skura\SkurMa01,C,BAL,"$555,000 "
1277,Charles Washington\WashCh01,DB,DET,"$555,000 "
1278,Deatrich Wise\WiseDe00,DE,NWE,"$555,000 "
1279,Kendrick Bourne\BourKe00,WR,SFO,"$555,000 "
1280,Matt Milano\MilaMa00,OLB,BUF,"$555,000 "
1281,Josh Malone\MaloJo00,WR,CIN,"$555,000 "
1282,Jermaine Whitehead\WhitJe02,DB,GNB,"$555,000 "
1283,Matt Breida\BreiMa00,RB,SFO,"$555,000 "
1284,Stacy Coley\ColeSt00,WR,2TM,"$555,000 "
1285,Roy Robertson-Harris\RobeRo00,LB,CHI,"$555,000 "
1286,Adam Butler\ButlAd00,DT,NWE,"$555,000 "
1287,Dymonte Thomas\ThomDy01,SS,DEN,"$555,000 "
1288,Joshua Dobbs\DobbJo00,QB,PIT,"$555,000 "
1289,Torry McTyer\McTyTo00,CB,MIA,"$555,000 "
1290,Akeem King\KingAk00,DB,SEA,"$555,000 "
1291,Tedric Thompson\ThomTe00,SS,SEA,"$555,000 "
1292,Greg Mabin\MabiGr00,CB,SFO,"$555,000 "
1293,Trey Hopkins\HopkTr01,G,CIN,"$555,000 "
1294,Jaleel Johnson\JohnJa09,DT,MIN,"$555,000 "
1295,Antony Auclair\AuclAn00,TE,TAM,"$555,000 "
1296,Ben Gedeon\GedeBe00,ILB,MIN,"$555,000 "
1297,Zach Sterup\SterZa00,OL,MIA,"$555,000 "
1298,Josh Reynolds\ReynJo00,WR,LAR,"$555,000 "
1299,Kerry Hyder\HydeKe01,DT,DET,"$555,000 "
1300,Darius Jackson\JackDa01,RB,GNB,"$555,000 "
1301,Zach Wood\WoodZa00,DE,NOR,"$555,000 "
1302,Nate Hairston\HairNa00,CB,IND,"$555,000 "
1303,Marcus Johnson\JohnMa07,WR,IND,"$555,000 "
1304,Jeremy Sprinkle\SpriJe00,TE,WAS,"$555,000 "
1305,Deon Lacey\LaceDe00,LB,BUF,"$555,000 "
1306,D.J. Jones\JoneD.01,DT,SFO,"$555,000 "
1307,Josh Harvey-Clemons\HarvJo01,SS,WAS,"$555,000 "
1308,Hakeem Valles\VallHa00,TE,DET,"$555,000 "
1309,Daniel Munyer\MunyDa00,OL,ARI,"$555,000 "
1310,Trent Taylor\TaylTr02,WR,SFO,"$555,000 "
1311,Cole Toner\ToneCo00,OT,LAC,"$555,000 "
1312,Patrick Mahomes\MahoPa00,QB,KAN,"$555,000 "
1313,Jalen Reeves-Maybin\ReevJa00,OLB,DET,"$555,000 "
1314,Blair Brown\BrowBl00,ILB,JAX,"$555,000 "
1315,Nicholas Morrow\MorrNi00,LB,OAK,"$555,000 "
1316,Carl Lawson\LawsCa00,DE,CIN,"$555,000 "
1317,Danny Isidora\IsidDa00,OG,MIN,"$555,000 "
1318,Ka'imi Fairbairn\FairKa01,K,HOU,"$555,000 "
1319,Eric Wilson\WilsEr00,ILB,MIN,"$555,000 "
1320,Harrison Butker\ButkHa00,K,KAN,"$555,000 "
1321,Hardy Nickerson\NickHa02,ILB,CIN,"$555,000 "
1322,Mike Hilton\HiltMi01,CB,PIT,"$555,000 "
1323,Daniel Ross\RossDa02,DT,DAL,"$555,000 "
1324,Tony McRae\McRaTo00,CB,CIN,"$555,000 "
1325,Eddie Yarbrough\YarbEd01,DE,BUF,"$555,000 "
1326,Austin Ekeler\EkelAu00,RB,LAC,"$555,000 "
1327,Rayshawn Jenkins\JenkRa00,FS,LAC,"$555,000 "
1328,Xavier Woods\WoodXa00,SS,DAL,"$555,000 "
1329,Jordan Dangerfield\DangJo00,FS,PIT,"$555,000 "
1330,Alex Redmond\RedmAl01,G,CIN,"$555,000 "
1331,Shelton Gibson\GibsSh00,WR,PHI,"$555,000 "
1332,Jamaal Williams\WillJa06,RB,GNB,"$555,000 "
1333,Adrian Colbert\ColbAd00,SS,SFO,"$555,000 "
1334,Marquel Lee\LeexMa01,ILB,OAK,"$555,000 "
1335,Thomas Hennessy\HennTh00,LS,NYJ,"$555,000 "
1336,Sam Tevi\TeviSa00,OT,LAC,"$555,000 "
1337,Blake Jarwin\JarwBl00,TE,DAL,"$555,000 "
1338,Rudy Ford\FordRu00,S,ARI,"$555,000 "
1339,Jaydon Mickens\MickJa01,WR,JAX,"$555,000 "
1340,George Kittle\KittGe00,TE,SFO,"$555,000 "
1341,Marvin Hall\HallMa02,WR,ATL,"$555,000 "
1342,Cameron Tom\TomxCa00,C,NOR,"$555,000 "
1343,Blaine Clausell\ClauBl01,T,ARI,"$555,000 "
1344,Justin Davis\DaviJu00,RB,LAR,"$555,000 "
1345,Arthur Maulet\MaulAr00,CB,2TM,"$555,000 "
1346,Erik Swoope\SwooEr00,TE,IND,"$555,000 "
1347,Anthony Walker\WalkAn01,LB,IND,"$555,000 "
1348,Michael Roberts\RobeMi01,TE,DET,"$555,000 "
1349,Montae Nicholson\NichMo00,SS,WAS,"$555,000 "
1350,Bryan Cox\CoxxBr01,DE,CAR,"$555,000 "
1351,Solomon Thomas\ThomSo00,DE,SFO,"$555,000 "
1352,Isaiah Johnson\JohnIs00,S,TAM,"$555,000 "
1353,Sean Culkin\CulkSe00,TE,LAC,"$555,000 "
1354,David Moore\MoorDa03,WR,SEA,"$555,000 "
1355,Chris Landrum\LandCh00,LB,LAC,"$555,000 "
1356,Julie'n Davenport\DaveJu00,OT,HOU,"$555,000 "
1357,Ryan Glasgow\GlasRy00,DT,CIN,"$555,000 "
1358,Matt Feiler\FeilMa00,T,PIT,"$555,000 "
1359,Marlon Mack\MackMa00,RB,IND,"$555,000 "
1360,Dede Westbrook\WestDe00,WR,JAX,"$555,000 "
1361,Alex Ellis\ElliAl01,TE,KAN,"$555,000 "
1362,Chuck Clark\ClarCh00,FS,BAL,"$555,000 "
1363,Corey Davis\DaviCo03,WR,TEN,"$555,000 "
1364,Tarik Cohen\CoheTa00,RB,CHI,"$555,000 "
1365,Jamal Adams\AdamJa00,SS,NYJ,"$555,000 "
1366,Derek Rivers\RiveDe00,DE,NWE,"$555,000 "
1367,Eddie Jackson\JackEd01,SS,CHI,"$555,000 "
1368,James Burgess\BurgJa01,LB,CLE,"$555,000 "
1369,Elijah Wilkinson\WilkEl00,OT,DEN,"$555,000 "
1370,Jesse Davis\DaviJe00,T,MIA,"$555,000 "
1371,Isaiah Irving\IrviIs00,OLB,CHI,"$555,000 "
1372,Zane Gonzalez\GonzZa00,K,CLE,"$555,000 "
1373,Keelan Cole\ColeKe00,WR,JAX,"$555,000 "
1374,Ryan Switzer\SwitRy00,WR,PIT,"$555,000 "
1375,Donte Deayon\DeayDo01,DB,NYG,"$555,000 "
1376,Justin McCray\McCrJu00,G,GNB,"$555,000 "
1377,Damontae Kazee\KazeDa00,CB,ATL,"$555,000 "
1378,Michael Bennett\BennMi01,DT,ATL,"$539,118 "
1379,Brian Hill\HillBr02,RB,ATL,"$522,353 "
1380,Tyler Marz\MarzTy01,T,TEN,"$522,353 "
1381,Jehu Chesson\ChesJe00,WR,WAS,"$522,353 "
1382,Lenzy Pipkins\PipkLe00,CB,IND,"$522,353 "
1383,Kenny Ladler\LadlKe00,FS,WAS,"$522,352 "
1384,Dwayne Washington\WashDw00,RB,NOR,"$518,824 "
1385,Sharrod Neasman\NeasSh00,S,ATL,"$518,824 "
1386,Joe Walker\WalkJo01,ILB,ARI,"$489,706 "
1387,Aaron Jones\JoneAa00,RB,GNB,"$489,706 "
1388,Shilique Calhoun\CalhSh00,DE,OAK,"$489,705 "
1389,Daryl Worley\WorlDa00,CB,OAK,"$481,767 "
1390,Ryan Delaire\DelaRy00,DE,SFO,"$481,767 "
1391,Brian Price\PricBr00,DT,2TM,"$481,765 "
1392,Cre'von LeBlanc\LeBlCr01,DB,DET,"$481,765 "
1393,Tyrell Adams\AdamTy00,LB,HOU,"$481,765 "
1394,Deatrick Nichols\NichDe00,CB,ARI,"$480,000 "
1395,Will Dissly\DissWi00,TE,SEA,"$480,000 "
1396,James Washington\WashJa00,WR,PIT,"$480,000 "
1397,Chris Covington\CoviCh01,LB,DAL,"$480,000 "
1398,Tra Carson\CarsTr01,HB,CIN,"$480,000 "
1399,Isaiah Oliver\OlivIs00,CB,ATL,"$480,000 "
1400,Dane Cruikshank\CruiDa00,CB,TEN,"$480,000 "
1401,Johnny Townsend\TownJo01,P,OAK,"$480,000 "
1402,Martinas Rankin\RankMa00,OT,HOU,"$480,000 "
1403,D.J. Moore\MoorD.00,WR,CAR,"$480,000 "
1404,Rico Gathers\GathRi00,TE,DAL,"$480,000 "
1405,Bradley Chubb\ChubBr00,DE,DEN,"$480,000 "
1406,Sam Darnold\DarnSa00,QB,NYJ,"$480,000 "
1407,Zeke Turner\TurnZe00,S,ARI,"$480,000 "
1408,Kalen Ballage\BallKa00,RB,MIA,"$480,000 "
1409,Justin Reid\ReidJu00,FS,HOU,"$480,000 "
1410,Fadol Brown\BrowFa00,DE,OAK,"$480,000 "
1411,Joel Iyiegbuniwe\IyieJo00,LB,CHI,"$480,000 "
1412,Tracy Walker\WalkTr01,S,DET,"$480,000 "
1413,Charvarius Ward\WardCh01,DB,KAN,"$480,000 "
1414,Natrell Jamerson\JameNa00,FS,HOU,"$480,000 "
1415,Marcus Kemp\KempMa00,WR,KAN,"$480,000 "
1416,Ian Thomas\ThomIa00,TE,CAR,"$480,000 "
1417,Nyheim Hines\HineNy00,RB,IND,"$480,000 "
1418,Justin Watson\WatsJu01,WR,TAM,"$480,000 "
1419,Zaire Franklin\FranZa00,LB,IND,"$480,000 "
1420,Trenton Cannon\CannTr00,RB,NYJ,"$480,000 "
1421,Scott Quessenberry\QuesSc00,C,LAC,"$480,000 "
1422,Hunter Bradley\BradHu00,LS,GNB,"$480,000 "
1423,Kenny Young\YounKe03,LB,BAL,"$480,000 "
1424,Emmanuel Ellerbee\ElleEm00,LB,LAC,"$480,000 "
1425,Skai Moore\MoorSk00,OLB,IND,"$480,000 "
1426,Mike Gesicki\GesiMi00,TE,MIA,"$480,000 "
1427,Ronnie Harrison\HarrRo02,SS,JAX,"$480,000 "
1428,Darious Williams\WillDa09,CB,BAL,"$480,000 "
1429,Courtland Sutton\SuttCo00,WR,DEN,"$480,000 "
1430,Dee Virgin\VirgDe00,CB,DET,"$480,000 "
1431,Ray-Ray McCloud\McClRa00,WR,BUF,"$480,000 "
1432,Donte Jackson\JackDo02,CB,CAR,"$480,000 "
1433,Jullian Taylor\TaylJu00,DT,SFO,"$480,000 "
1434,Jaire Alexander\AlexJa00,CB,GNB,"$480,000 "
1435,Darius Phillips\PhilDa02,CB,CIN,"$480,000 "
1436,Michael Dickson\DickMi00,P,SEA,"$480,000 "
1437,Devante Downs\DownDe00,LB,MIN,"$480,000 "
1438,Josey Jewell\JeweJo00,ILB,DEN,"$480,000 "
1439,Tremon Smith\SmitTr04,,KAN,"$480,000 "
1440,Jason Croom\CrooJa00,TE,BUF,"$480,000 "
1441,Taron Johnson\JohnTa01,CB,BUF,"$480,000 "
1442,DJ Chark\CharDJ00,WR,JAX,"$480,000 "
1443,James Daniels\DaniJa01,C,CHI,"$480,000 "
1444,D.J. Reed\ReedD.00,CB,SFO,"$480,000 "
1445,Tim Settle\SettTi00,DT,WAS,"$480,000 "
1446,Justin Lawler\LawlJu00,DE,LAR,"$480,000 "
1447,Leighton Vander Esch\VandLe00,OLB,DAL,"$480,000 "
1448,Christopher Herndon\HernCh00,TE,NYJ,"$480,000 "
1449,Andre Smith\SmitAn04,ILB,CAR,"$480,000 "
1450,Bilal Nichols\NichBi00,DT,CHI,"$480,000 "
1451,Chad Thomas\ThomCh06,DE,CLE,"$480,000 "
1452,Mitchell Loewen\LoewMi00,DE,NOR,"$480,000 "
1453,Shaun Dion Hamilton\DionSh00,LB,WAS,"$480,000 "
1454,Malik Jefferson\JeffMa00,OLB,CIN,"$480,000 "
1455,Uchenna Nwosu\NwosUc00,OLB,LAC,"$480,000 "
1456,Frankie Luvu\LuvuFr00,LB,NYJ,"$480,000 "
1457,Anthony Miller\MillAn02,WR,CHI,"$480,000 "
1458,Andrew Wylie\WyliAn00,T,KAN,"$480,000 "
1459,DaeSean Hamilton\HamiDa01,WR,DEN,"$480,000 "
1460,Dan Arnold\ArnoDa00,WR,NOR,"$480,000 "
1461,Sam Hubbard\HubbSa00,DE,CIN,"$480,000 "
1462,Jordan Whitehead\WhitJo03,SS,TAM,"$480,000 "
1463,Desmond Harrison\HarrDe05,OL,CLE,"$480,000 "
1464,Hayden Hurst\HursHa00,TE,BAL,"$480,000 "
1465,Da'Ron Payne\PaynDa00,DT,WAS,"$480,000 "
1466,Marquis Haynes\HaynMa01,OLB,CAR,"$480,000 "
1467,Baker Mayfield\MayfBa00,QB,CLE,"$480,000 "
1468,Taven Bryan\BryaTa00,DT,JAX,"$480,000 "
1469,Jordan Simmons\SimmJo00,G,SEA,"$480,000 "
1470,Tre Flowers\FlowTr01,SS,SEA,"$480,000 "
1471,Ben Niemann\NiemBe00,LB,KAN,"$480,000 "
1472,Logan Cooke\CookLo00,P,JAX,"$480,000 "
1473,John Franklin-Myers\FranJo02,DE,LAR,"$480,000 "
1474,Ifeadi Odenigbo\OdenIf00,DE,ARI,"$480,000 "
1475,Bradley Bozeman\BozeBr00,C,BAL,"$480,000 "
1476,Michael Gallup\GallMi00,WR,DAL,"$480,000 "
1477,Isaac Yiadom\YiadIs00,CB,DEN,"$480,000 "
1478,Lorenzo Carter\CartLo01,DE,NYG,"$480,000 "
1479,Breeland Speaks\SpeaBr00,DE,KAN,"$480,000 "
1480,Brian O'Neill\ONeiBr00,OT,MIN,"$480,000 "
1481,Mike Hughes\HughMi00,CB,MIN,"$480,000 "
1482,Jack Cichy\CichJa00,ILB,TAM,"$480,000 "
1483,Carlton Davis\DaviCa02,CB,TAM,"$480,000 "
1484,Saquon Barkley\BarkSa00,RB,NYG,"$480,000 "
1485,Mark Walton\WaltMa00,RB,CIN,"$480,000 "
1486,Phillip Lindsay\LindPh00,RB,DEN,"$480,000 "
1487,Matt Dickerson\DickMa00,DE,TEN,"$480,000 "
1488,Javon Wims\WimsJa00,WR,CHI,"$480,000 "
1489,Shaquem Griffin\GrifSh01,OLB,SEA,"$480,000 "
1490,Austin Corbett\CorbAu00,C,CLE,"$480,000 "
1491,Matthew Thomas\ThomMa00,OLB,PIT,"$480,000 "
1492,Tre'Quan Smith\SmitTr03,WR,NOR,"$480,000 "
1493,Christian Kirk\KirkCh01,WR,ARI,"$480,000 "
1494,Dennis Gardeck\GardDe01,LB,ARI,"$480,000 "
1495,Sean Chandler\ChanSe00,FS,NYG,"$480,000 "
1496,Ricky Ortiz\OrtiRi00,FB,ATL,"$480,000 "
1497,Reggie Gilbert\GilbRe01,LB,GNB,"$480,000 "
1498,Trent Sherfield\SherTr00,WR,ARI,"$480,000 "
1499,Josh Sweat\SweaJo00,DE,PHI,"$480,000 "
1500,Josh Jackson\JackJo01,CB,GNB,"$480,000 "
1501,Anthony Firkser\FirkAn00,TE,TEN,"$480,000 "
1502,J.T. Gray\GrayJ.00,DB,NOR,"$480,000 "
1503,Brian Allen\AlleBr02,C,LAR,"$480,000 "
1504,Chris Board\BoarCh00,LB,BAL,"$480,000 "
1505,Arden Key\KeyxAr00,DE,OAK,"$480,000 "
1506,Keke Coutee\CoutKe00,WR,HOU,"$480,000 "
1507,Roc Thomas\ThomRo05,RB,MIN,"$480,000 "
1508,Billy Price\PricBi01,C,CIN,"$480,000 "
1509,Danny Johnson\JohnDa09,CB,WAS,"$480,000 "
1510,Durham Smythe\SmytDu00,TE,MIA,"$480,000 "
1511,Robert Tonyan\TonyRo00,TE,GNB,"$480,000 "
1512,Dalton Schultz\SchuDa00,TE,DAL,"$480,000 "
1513,Taylor Stallworth\StalTa00,DT,NOR,"$480,000 "
1514,Vita Vea\VeaxVi00,DT,TAM,"$480,000 "
1515,Parry Nickerson\NickPa00,CB,NYJ,"$480,000 "
1516,Josh Allen\AlleJo02,QB,BUF,"$480,000 "
1517,Antwaun Woods\WoodAn02,NT,DAL,"$480,000 "
1518,Roquan Smith\SmitRo07,ILB,CHI,"$480,000 "
1519,Dorian O'Daniel\ODanDo00,OLB,KAN,"$480,000 "
1520,Kenneth Durden\DurdKe00,CB,TEN,"$480,000 "
1521,Kolton Miller\MillKo00,OT,OAK,"$480,000 "
1522,Jermaine Carter\CartJe00,LB,CAR,"$480,000 "
1523,Corn Elder\EldeCo00,CB,CAR,"$480,000 "
1524,Kamrin Moore\MoorKa01,CB,NYG,"$480,000 "
1525,Nathan Shepherd\ShepNa00,DT,NYJ,"$480,000 "
1526,Bruce Hector\HectBr00,DT,PHI,"$480,000 "
1527,Jordan Akins\AkinJo00,TE,HOU,"$480,000 "
1528,B.J. Hill\HillB.00,DT,NYG,"$480,000 "
1529,Derrick Nnadi\NnadDe00,DT,KAN,"$480,000 "
1530,Mike Boone\BoonMi00,RB,MIN,"$480,000 "
1531,Royce Freeman\FreeRo00,RB,DEN,"$480,000 "
1532,Kevin Toliver\ToliKe00,DB,CHI,"$480,000 "
1533,Trevon Young\YounTr00,DE,LAR,"$480,000 "
1534,Zach Pascal\PascZa00,WR,IND,"$480,000 "
1535,Orlando Brown\BrowOr00,OT,BAL,"$480,000 "
1536,Matthew Adams\AdamMa00,LB,IND,"$480,000 "
1537,J.C. Jackson\JackJ.00,DB,NWE,"$480,000 "
1538,Jalyn Holmes\HolmJa01,DE,MIN,"$480,000 "
1539,Jaylen Samuels\SamuJa00,TE,PIT,"$480,000 "
1540,P.J. Hall\HallP.00,DT,OAK,"$480,000 "
1541,Tremaine Edmunds\EdmuTr01,ILB,BUF,"$480,000 "
1542,A.J. Moore\MoorA.00,DB,HOU,"$480,000 "
1543,Brandon Zylstra\ZylsBr00,WR,MIN,"$480,000 "
1544,Trevor Daniel\DaniTr00,P,HOU,"$480,000 "
1545,Jerome Baker\BakeJe00,OLB,MIA,"$480,000 "
1546,Jacob Martin\MartJa02,LB,SEA,"$480,000 "
1547,JJ Jones\JoneJJ00,WR,LAC,"$480,000 "
1548,Keionta Davis\DaviKe03,DL,NWE,"$480,000 "
1549,Jessie Bates\BateJe00,FS,CIN,"$480,000 "
1550,Zach Sieler\SielZa00,DE,BAL,"$480,000 "
1551,Mason Cole\ColeMa02,C,ARI,"$480,000 "
1552,Minkah Fitzpatrick\FitzMi00,FS,MIA,"$480,000 "
1553,Derwin James\JameDe00,SS,LAC,"$480,000 "
1554,Raven Greene\GreeRa02,S,GNB,"$480,000 "
1555,Corey Bojorquez\BojoCo00,P,BUF,"$480,000 "
1556,Efe Obada\ObadEf00,LB,CAR,"$480,000 "
1557,Tavierre Thomas\ThomTa01,DB,CLE,"$480,000 "
1558,Mark Andrews\AndrMa00,TE,BAL,"$480,000 "
1559,DeAndre Carter\CartDe02,WR,PHI,"$480,000 "
1560,Foyesade Oluokun\OluoFo00,S,ATL,"$480,000 "
1561,Damion Ratley\RatlDa00,WR,CLE,"$480,000 "
1562,JK Scott\ScotJK00,P,GNB,"$480,000 "
1563,J'Mon Moore\MoorJM00,WR,GNB,"$480,000 "
1564,Harold Landry\LandHa00,OLB,TEN,"$480,000 "
1565,Marcus Davenport\DaveMa00,DE,NOR,"$480,000 "
1566,Connor Williams\WillCo00,OT,DAL,"$480,000 "
1567,Justin Jones\JoneJu03,DT,LAC,"$480,000 "
1568,Tae Davis\DaviTa00,LB,NYG,"$480,000 "
1569,Calvin Ridley\RidlCa00,WR,ATL,"$480,000 "
1570,Shaun Wilson\WilsSh01,RB,TAM,"$480,000 "
1571,Ito Smith\SmitIt00,RB,ATL,"$480,000 "
1572,Jordan Thomas\ThomJo05,TE,HOU,"$480,000 "
1573,Daniel Carlson\CarlDa00,K,MIN,"$480,000 "
1574,James Crawford\CrawJa01,LB,GNB,"$480,000 "
1575,Troy Apke\ApkeTr00,S,WAS,"$480,000 "
1576,Avonte Maddox\MaddAv00,CB,PHI,"$480,000 "
1577,Genard Avery\AverGe00,LB,CLE,"$480,000 "
1578,Deadrin Senat\SenaDe00,DT,ATL,"$480,000 "
1579,M.J. Stewart\StewM.00,CB,TAM,"$480,000 "
1580,Marquez Valdes-Scantling\ValdMa00,WR,GNB,"$480,000 "
1581,Rashaan Evans\EvanRa01,ILB,TEN,"$480,000 "
1582,Ronald Jones\JoneRo01,RB,TAM,"$480,000 "
1583,Rashaad Penny\PennRa00,RB,SEA,"$480,000 "
1584,Sharif Finch\FincSh00,LB,TEN,"$480,000 "
1585,Oren Burks\BurkOr00,ILB,GNB,"$480,000 "
1586,Quenton Nelson\NelsQu00,OG,IND,"$480,000 "
1587,Janarion Grant\GranJa01,WR,BAL,"$480,000 "
1588,Tyler Conklin\ConkTy00,TE,MIN,"$480,000 "
1589,Fred Warner\WarnFr00,OLB,SFO,"$480,000 "
1590,Antonio Callaway\CallAn00,WR,CLE,"$480,000 "
1591,Joseph Noteboom\NoteJo00,OT,LAR,"$480,000 "
1592,Cameron Johnston\JohnCa02,P,PHI,"$480,000 "
1593,Vyncint Smith\SmitVy00,WR,HOU,"$480,000 "
1594,Keion Crossen\CrosKe00,CB,NWE,"$480,000 "
1595,Dorance Armstrong\ArmsDo00,DE,DAL,"$480,000 "
1596,Frank Ragnow\RagnFr00,C,DET,"$480,000 "
1597,Brendan Mahon\MahoBr00,G,CAR,"$480,000 "
1598,Gregory Howell\HoweGr00,RB,HOU,"$480,000 "
1599,Terrell Edmunds\EdmuTe00,S,PIT,"$480,000 "
1600,Mason Schreck\SchrMa00,TE,CIN,"$480,000 "
1601,Jordan Wilkins\WilkJo01,RB,IND,"$480,000 "
1602,Devaroe Lawrence\LawrDe02,DL,CLE,"$480,000 "
1603,Brandon Facyson\FacyBr00,CB,LAC,"$480,000 "
1604,Will Hernandez\HernWi00,OG,NYG,"$480,000 "
1605,Ja'Whaun Bentley\BentJa00,ILB,NWE,"$480,000 "
1606,Lamar Jackson\JackLa00,QB,BAL,"$480,000 "
1607,Braden Smith\SmitBr06,OG,IND,"$480,000 "
1608,Rasheem Green\GreeRa01,DT,SEA,"$480,000 "
1609,T.J. Logan\LogaT.00,RB,ARI,"$480,000 "
1610,Josh Rosen\RoseJo01,QB,ARI,"$480,000 "
1611,Robert Foster\FostRo01,WR,BUF,"$480,000 "
1612,Casey Dunn\DunnCa00,C,WAS,"$480,000 "
1613,Jason Sanders\SandJa00,K,MIA,"$480,000 "
1614,Russell Gage\GageRu00,WR,ATL,"$480,000 "
1615,Da'Shawn Hand\HandDa00,DE,DET,"$480,000 "
1616,Duke Ejiofor\EjioDu00,DE,HOU,"$480,000 "
1617,Kyzir White\WhitKy00,S,LAC,"$480,000 "
1618,Rashaan Gaulden\GaulRa00,CB,CAR,"$480,000 "
1619,Nick Chubb\ChubNi00,RB,CLE,"$480,000 "
1620,Brandon Parker\ParkBr01,OT,OAK,"$480,000 "
1621,Maurice Hurst\HursMa00,DT,OAK,"$480,000 "
1622,Siran Neal\NealSi00,CB,BUF,"$480,000 "
1623,Leon Jacobs\JacoLe00,OLB,JAX,"$480,000 "
1624,Denzel Ward\WardDe02,CB,CLE,"$480,000 "
1625,Keishawn Bierria\BierKe00,ILB,DEN,"$480,000 "
1626,Mike McGlinchey\McGlMi00,OT,SFO,"$480,000 "
1627,Richie James\JameRi00,WR,SFO,"$480,000 "
1628,Jake Butt\ButtJa00,TE,DEN,"$480,000 "
1629,Armani Watts\WattAr00,FS,KAN,"$480,000 "
1630,George Odum\OdumGe00,S,IND,"$480,000 "
1631,Kerryon Johnson\JohnKe06,RB,DET,"$480,000 "
1632,Anthony Averett\AverAn00,CB,BAL,"$480,000 "
1633,Tarvarius Moore\MoorTa00,S,SFO,"$480,000 "
1634,Derrick Willies\WillDe06,WR,CLE,"$480,000 "
1635,Johnny Mundt\MundJo00,TE,LAR,"$480,000 "
1636,Dallas Goedert\GoedDa00,TE,PHI,"$480,000 "
1637,Peter Kalambayi\KalaPe00,LB,HOU,"$480,000 "
1638,Dante Pettis\PettDa00,WR,SFO,"$480,000 "
1639,Ryan Lewis\LewiRy01,DB,BUF,"$480,000 "
1640,Harrison Phillips\PhilHa00,DT,BUF,"$480,000 "
1641,Holton Hill\HillHo00,CB,MIN,"$480,000 "
1642,Poona Ford\FordPo00,DT,SEA,"$480,000 "
1643,Austin Calitro\CaliAu00,LB,SEA,"$480,000 "
1644,Sony Michel\MichSo00,RB,NWE,"$480,000 "
1645,Chukwuma Okorafor\OkorCh00,OT,PIT,"$480,000 "
1646,Micah Kiser\KiseMi00,ILB,LAR,"$480,000 "
1647,Cornell Armstrong\ArmsCo00,CB,MIA,"$480,000 "
1648,Brett Maher\MaheBr01,K,DAL,"$480,000 "
1649,Buddy Howell\HoweBu00,RB,HOU,"$480,000 "
1650,Chase Edmonds\EdmoCh00,RB,ARI,"$480,000 "
1651,Justin Zimmer\ZimmJu00,DT,ATL,"$480,000 "
1652,Equanimeous St. Brown\St.BEq00,WR,GNB,"$480,000 "
1653,Kemoko Turay\TuraKe00,OLB,IND,"$480,000 "
1654,Greg Stroman\StroGr00,CB,WAS,"$480,000 "
1655,Tim Patrick\PatrTi00,WR,DEN,"$480,000 "
1656,Darius Leonard\LeonDa00,LB,IND,"$480,000 "
1657,Tre Herndon\HernTr00,CB,JAX,"$480,000 "
1658,Detrez Newsome\NewsDe00,RB,LAC,"$480,000 "
1659,Trent Sieg\SiegTr00,LS,OAK,"$471,765 "
1660,Eric Lee\LeexEr00,LB,DET,"$457,059 "
1661,Carroll Phillips\PhilCa00,OLB,IND,"$457,058 "
1662,Jojo Natson\NatsJo00,WR,LAR,"$451,760 "
1663,Keenan Reynolds\ReynKe00,RB,SEA,"$451,760 "
1664,Trey Quinn\QuinTr00,WR,WAS,"$451,760 "
1665,Deante Burton\BurtDe00,WR,ATL,"$451,760 "
1666,Victor Bolden\BoldVi00,WR,SFO,"$424,412 "
1667,Treyvon Hester\HestTr00,DT,PHI,"$424,412 "
1668,Greg Joseph\JoseGr00,K,CLE,"$423,529 "
